id,from_addr,to_addr,bg_id,county,state_or_territory,fullname,bg_smoke_risk,bg_pop_risk,bg_pop,place_id
5168954,1401,1599,170310101001,Cook,Illinois,W Juneway Ter,0.85167768478486198110,0.04500487903361483429,28,1714000
5168955,1420,1598,170310101001,Cook,Illinois,W Jonquil Ter,0.85167768478486198110,0.04500487903361483429,28,1714000
5168956,7701,7713,170310101001,Cook,Illinois,N Ashland Ave,0.85167768478486198110,0.04500487903361483429,28,1714000
5168957,7700,7756,170310101001,Cook,Illinois,N Sheridan Rd,0.85167768478486198110,0.04500487903361483429,28,1714000
5168958,7700,7798,170310101002,Cook,Illinois,N Hermitage Ave,0.79289691276060380062,0.23807507710933698904,110,1714000
5168959,7701,7799,170310101002,Cook,Illinois,N Hermitage Ave,0.79289691276060380062,0.23807507710933698904,110,1714000
5168960,7600,7798,170310101002,Cook,Illinois,N Marshfield Ave,0.79289691276060380062,0.23807507710933698904,110,1714000
5168961,7601,7799,170310101002,Cook,Illinois,N Marshfield Ave,0.79289691276060380062,0.23807507710933698904,110,1714000
5168962,1530,1698,170310101002,Cook,Illinois,W Howard St,0.79289691276060380062,0.23807507710933698904,110,1714000
5168963,7600,7798,170310101002,Cook,Illinois,N Ashland Ave,0.79289691276060380062,0.23807507710933698904,110,1714000
5168964,7601,7799,170310101002,Cook,Illinois,N Ashland Ave,0.79289691276060380062,0.23807507710933698904,110,1714000
5168965,1546,1798,170310101002,Cook,Illinois,W Jonquil Ter,0.79289691276060380062,0.23807507710933698904,110,1714000
5168966,1531,1799,170310101002,Cook,Illinois,W Jonquil Ter,0.79289691276060380062,0.23807507710933698904,110,1714000
5168967,7700,7798,170310101002,Cook,Illinois,N Haskins Ave,0.79289691276060380062,0.23807507710933698904,110,1714000
5168968,7701,7799,170310101002,Cook,Illinois,N Haskins Ave,0.79289691276060380062,0.23807507710933698904,110,1714000
5168969,7600,7698,170310101002,Cook,Illinois,N Bosworth Ave,0.79289691276060380062,0.23807507710933698904,110,1714000
5168970,1556,1898,170310101002,Cook,Illinois,W Juneway Ter,0.79289691276060380062,0.23807507710933698904,110,1714000
5168971,1551,1899,170310101002,Cook,Illinois,W Juneway Ter,0.79289691276060380062,0.23807507710933698904,110,1714000
5168972,1647-1601,1647-1699,170310101002,Cook,Illinois,W Juneway Ter,0.79289691276060380062,0.23807507710933698904,110,1714000
5168973,7600,7798,170310101002,Cook,Illinois,N Paulina St,0.79289691276060380062,0.23807507710933698904,110,1714000
5168974,7601,7799,170310101002,Cook,Illinois,N Paulina St,0.79289691276060380062,0.23807507710933698904,110,1714000
5168975,7582,7698,170310101003,Cook,Illinois,N Rogers Ave,0.28037957947687334992,0.12029204388294534209,116,1714000
5168976,7555,7699,170310101003,Cook,Illinois,N Rogers Ave,0.28037957947687334992,0.12029204388294534209,116,1714000
5168977,1400,1418,170310101003,Cook,Illinois,W Jonquil Ter,0.28037957947687334992,0.12029204388294534209,116,1714000
5168978,1401,1529,170310101003,Cook,Illinois,W Jonquil Ter,0.28037957947687334992,0.12029204388294534209,116,1714000
5168979,7600,7698,170310101003,Cook,Illinois,N Greenview Ave,0.28037957947687334992,0.12029204388294534209,116,1714000
5168980,7551,7699,170310101003,Cook,Illinois,N Greenview Ave,0.28037957947687334992,0.12029204388294534209,116,1714000
5168981,7600,7798,170310101003,Cook,Illinois,N Sheridan Rd,0.28037957947687334992,0.12029204388294534209,116,1714000
5168982,7601,7799,170310101003,Cook,Illinois,N Sheridan Rd,0.28037957947687334992,0.12029204388294534209,116,1714000
5168983,7601,7699,170310101003,Cook,Illinois,N Bosworth Ave,0.28037957947687334992,0.12029204388294534209,116,1714000
5168984,7600,7798,170310101003,Cook,Illinois,N Eastlake Ter,0.28037957947687334992,0.12029204388294534209,116,1714000
5168985,7601,7799,170310101003,Cook,Illinois,N Eastlake Ter,0.28037957947687334992,0.12029204388294534209,116,1714000
5168986,1401,1413,170310101003,Cook,Illinois,W Juneway Ter,0.28037957947687334992,0.12029204388294534209,116,1714000
5168987,7200,7298,170310102011,Cook,Illinois,N Rogers Ave,0.76453435229397646254,0.16464997280862258445,81,1714000
5168988,7201,7299,170310102011,Cook,Illinois,N Rogers Ave,0.76453435229397646254,0.16464997280862258445,81,1714000
5168989,7201,7339,170310102011,Cook,Illinois,N Ridge Ave,0.76453435229397646254,0.16464997280862258445,81,1714000
5168990,7200,7336,170310102011,Cook,Illinois,N Damen Ave,0.76453435229397646254,0.16464997280862258445,81,1714000
5168991,2001,7429,170310102011,Cook,Illinois,N Hoyne Ave,0.76453435229397646254,0.16464997280862258445,81,1714000
5168992,7200,7360,170310102011,Cook,Illinois,N Seeley Ave,0.76453435229397646254,0.16464997280862258445,81,1714000
5168993,7201,7363,170310102011,Cook,Illinois,N Seeley Ave,0.76453435229397646254,0.16464997280862258445,81,1714000
5168994,2000,2098,170310102011,Cook,Illinois,W Chase Ave,0.76453435229397646254,0.16464997280862258445,81,1714000
5168995,2001,2099,170310102011,Cook,Illinois,W Chase Ave,0.76453435229397646254,0.16464997280862258445,81,1714000
5168996,7201,7339,170310102011,Cook,Illinois,N Ridge Blvd,0.76453435229397646254,0.16464997280862258445,81,1714000
5168997,2000,2098,170310102011,Cook,Illinois,W Jarvis Ave,0.76453435229397646254,0.16464997280862258445,81,1714000
5168998,2001,2199,170310102011,Cook,Illinois,W Jarvis Ave,0.76453435229397646254,0.16464997280862258445,81,1714000
5168999,7300,7598,170310102012,Cook,Illinois,N Winchester Ave,0.86152240067635833930,0.19210985047429194772,221,1714000
5169000,7401,7599,170310102012,Cook,Illinois,N Winchester Ave,0.86152240067635833930,0.19210985047429194772,221,1714000
5169001,7330,7598,170310102012,Cook,Illinois,N Wolcott Ave,0.86152240067635833930,0.19210985047429194772,221,1714000
5169002,7331,7599,170310102012,Cook,Illinois,N Wolcott Ave,0.86152240067635833930,0.19210985047429194772,221,1714000
5169003,7341,7599,170310102012,Cook,Illinois,N Ridge Ave,0.86152240067635833930,0.19210985047429194772,221,1714000
5169004,7338,7598,170310102012,Cook,Illinois,N Damen Ave,0.86152240067635833930,0.19210985047429194772,221,1714000
5169005,7237,7599,170310102012,Cook,Illinois,N Damen Ave,0.86152240067635833930,0.19210985047429194772,221,1714000
